1,文21なほ行き行きて、武蔵の国と下総の国との中に、いと大きなる川あり。問：武蔵の国はどのあたり？,神奈川・東京・埼玉,
2,文21なほ行き行きて、武蔵の国と下総の国との中に、いと大きなる川あり。問：下総の国はどのあたり？,千葉・茨城,「しもつふさ」は古代の読み方。やがて「しもうさ」と呼ぶようになっていく。
3,文21《なほ》行き行きて、武蔵の国と下総の国との中に、いと大きなる川あり。問：《　》の訳は？,さらに,●まだ→「風波止やまねば、《なほ》同じ所にあり」　●やはり→「和歌こそ、《なほ》をかしきものなれ」　●でさえ→「死馬《なほ》之を買ふ。」※「すら且つ」と同じ意味。●同様に→「《なほ》惑ふ人あり。」※惑ふ＝道に迷う　●さらに→「あづま路の道のはてよりも、《なほ》奥つ方」　●まるで→「《なほ》夢のごとし。」※下に「ごとし」があるときのみ
4,文21なほ行き行きて、武蔵の国と下総の国との中に、《いと》大きなる川あり。問：《　》の訳は？,とても,
5,文21なほ行き行きて、武蔵の国と下総の国との中に、いと《大きなる》川あり。問：《　》を文法的に説明せよ。,形容動詞,形容動詞「大きなり」の連体形か、名詞「大き」＋断定の助動詞「なり」の連体形か、見分ける。【見分け方】形容動詞の場合は上に程度を表す言葉がつけられる。例えば、いと「静かなり」って言えるから、「静かなり」は形容動詞と言える。一方、いと「王なり」と言えないから、「王なり」は形容動詞ではなく、「王」という名詞に断定の助動詞「なり」がついたものであることがわかる。
6,文23その川のほとりに《群れゐ》て思ひやれば、限りなく遠くも来にけるかなとわび合へるに、渡し守、「はや舟に乗れ。日も暮れぬ。」と言ふに、乗りて渡らむとするに、みな人ものわびしくて、京に思ふ人なきにしもあらず。問：《　》の訳は？,群れて座る, 終止形は「群れゐる」。「群る（むる）」に上一段の「居る」がついてできた言葉。「居る」は「すわっている」という意味。
7,文23その川のほとりに群れゐて《思ひやれ》ば、限りなく遠くも来にけるかなとわび合へるに、渡し守、「はや舟に乗れ。日も暮れぬ。」と言ふに、乗りて渡らむとするに、みな人ものわびしくて、京に思ふ人なきにしもあらず。問：《　》の訳は？,遠くに思いを馳せる,終止形は「思ひやる」。
8,文23その川のほとりに群れゐて《思ひやれ》ば、限りなく遠くも来にけるかなとわび合へるに、渡し守、「はや舟に乗れ。日も暮れぬ。」と言ふに、乗りて渡らむとするに、みな人ものわびしくて、京に思ふ人なきにしもあらず。問：《　》は何形か。,已然形,終止形は「思ひやる」。「ず」をつけると「思ひや《ら》ず」になり、「ず」の上がア段になるので、四段活用（ア|イ|ウ|ウ|エ|エ）。「思ひやれ」になるのは已然形か、命令形だが、「ば」は命令形にはつかないので、已然形。
9,文23その川のほとりに群れゐて思ひやれ《ば》、限りなく遠くも来にけるかなとわび合へるに、渡し守、「はや舟に乗れ。日も暮れぬ。」と言ふに、乗りて渡らむとするに、みな人ものわびしくて、京に思ふ人なきにしもあらず。問：《　》の「ば」の訳は？ ,～すると・～したところ,「思ひやる」が「思ひやれ」という形になるのは、已然形と命令形のとき（ら|り|る|る|れ|れ）だが、「ば」は未然形か已然形にしかつかないから、この「思ひやれ」は已然形である。●未然形＋「ば」→もし～ならば　●已然形＋「ば」で、「ば」の上の出来事が原因で「ば」の下の出来事が起こった場合→～ので　●已然形＋「ば」で、「ば」の上の出来事のあと「ば」の下の出来事が《たまたま》が起こった場合→～すると・～したところ　※「思いやっ（遠くに思いを馳せ）」たからといって、必ず「限りなく遠くも来にけるかなとわび合へる」わけではない。（よくここまでたどりついた、という達成感を感じる場合だってある）。このときは、たまたま、こんな気持ちになっちゃったのである。
10,文23その川のほとりに群れゐて思ひやれば、《限りなく》《遠く》も来にけるかなとわび合へるに、渡し守、「はや舟に乗れ。日も暮れぬ。」と言ふに、乗りて渡らむとするに、みな人ものわびしくて、京に思ふ人なきにしもあらず。問：《　》の品詞は？,形容詞,終止形は「限りなし」「遠し」
11,文23その川のほとりに群れゐて思ひやれば、限りなく遠くも《来》にけるかなとわび合へるに、渡し守、「はや舟に乗れ。日も暮れぬ。」と言ふに、乗りて渡らむとするに、みな人ものわびしくて、京に思ふ人なきにしもあらず。問：《　》はどう読むか。,き,直後の「に」は完了の助動詞「ぬ」（な|《に》|ぬ|ぬる|ぬれ|ね）。完了の助動詞「ぬ」は連用形につく。「来」はカ変で「こ|き|く|くる|くれ|こ・こよ」と活用する。
12,文23その川のほとりに群れゐて思ひやれば、限りなく遠くも来《に》けるかなとわび合へるに、渡し守、「はや舟に乗れ。日も暮れぬ。」と言ふに、乗りて渡らむとするに、みな人ものわびしくて、京に思ふ人なきにしもあらず。問：《　》は何形か。,連用,「《に》ける」とある場合は、だいたいの場合、「に」（完了の助動詞「ぬ」が活用したもの）＋「ける」（過去の助動詞。終止形は「けり」）で、「～てしまった」と訳す。なお、完了の助動詞「ぬ」はラ変型[な|《に》|ぬ|ぬる|ぬれ|ね]で活用する。
13,文23その川のほとりに群れゐて思ひやれば、限りなく遠くも来にけるかなと《わび》合へるに、渡し守、「はや舟に乗れ。日も暮れぬ。」と言ふに、乗りて渡らむとするに、みな人ものわびしくて、京に思ふ人なきにしもあらず。問：《　》の訳は？,わびしく思う, 終止形は「わぶ」。
